featured,show-hide,url-evergreen,year-display,project-name_FULL,project-name,project-slug,project-addon,grant-id,organizations,full-description,short-statement,keywords,amount,amount-numeric,date-authorized,count,photo,website,superprogram,program,type,funding-round,first-letter,lookup,lookup2,wordpress-id,grouping,notes
TRUE,show,/projects/highlights/community/#bioshelter-and-food-systems-center,2010,BioShelter and Food Systems Center,BioShelter and Food Systems Center,bioshelter-and-food-systems-center,"$20,000, 2010 Spring project support",SPRING-053,,"BioShelter and Food Systems Center, a project of the Garfield Community Farm, was a permanent greenhouse structure designed to extend the growing season located on the farm located in Pittsburgh's Garfield neighborhood and to expand educational offerings at nearby Fort Pitt Elementary School. Outfitted with passive solar technology and permaculture design, the facility allowed a larger window of opportunity for students to experience the farm and learn about health and nutrition, biodiversity, ecology and gardening as it extended the growing season deeper into the school year while also allowing the farm itself to grow more diverse foods that required longer growing seasons.",Building a permanent BioShelter greenhouse structure to extend the growing season on the farm located in the Garfield neighborhood of Pittsburgh.,"biodiversity, ecology, nutrition, greenhouse, gardening, foods, garfield","$20,000",20000,12/14/2010,1,/photos/projects/bioshelter-and-food-systems-center.jpg,,Community,Spring,project support,,b,Community_2010_Spring,Community_Spring_show,6638,,
FALSE,show,/projects/b/#borland-green-ecological-garden,2010,Borland Green Ecological Garden,Borland Green Ecological Garden,borland-green-ecological-garden,"$5,000, 2010 Spring project support",SPRING-030,,"Borland Green Ecological Garden, a project of Pittsburgh Permaculture, implemented a permaculture garden on vacant land in Pittsburgh’s East Liberty neighborhood to restore a host of native plant species cultivated along permaculture design standards and provide a wildlife habitat, access to native edibles, and offer ongoing community programming.","Implementing a permaculture garden on vacant land to restore native plants, provide a wildlife habitat, and increase access to native edibles.","wildlife, gardens, permaculture, plants, neighborhoods, programming, standards, green","$5,000",5000,12/14/2010,1,,,Community,Spring,project support,,b,Community_2010_Spring,Community_Spring_show,6642,,
TRUE,show,/projects/highlights/community/#chimney-swift-towers,2010,Chimney Swift Towers,Chimney Swift Towers,chimney-swift-towers,"$5,000, 2010 Spring project support",SPRING-005,,"Chimney Swift Towers, a project of The Audubon Society of Western PA, constructed four new artificial chimney habitats for Chimney Swifts, neotropical migrant birds, along riverfront trails to increase habitat options for Swifts in the Pittsburgh area.",Constructing artificial habitats for migrant Chimney Swifts along riverfront trails to increase habitat options for the birds in the Pittsburgh area.,"birds, chimney, towers, riverfront, swifts","$5,000",5000,12/14/2010,1,/photos/projects/chimney-swift-towers.jpg,,Community,Spring,project support,,c,Community_2010_Spring,Community_Spring_show,6643,,
TRUE,show,/projects/highlights/community/#community-tree-nursery,2010,Community Tree Nursery,Community Tree Nursery,community-tree-nursery,"$20,000, 2010 Spring project support",SPRING-070,,"Community Tree Nursery, a project of Tree Pittsburgh, created a tree nursery to support their ongoing planting and public education efforts. The nursery provided a more diverse tree stock for local reforestation and ecosystem restoration efforts, while increasing the public’s understanding of urban forestry and the community’s stewardship of urban trees.","Providing a more diverse tree stock for local reforestation and ecosystem restoration efforts, while increasing the public’s understanding of urban forestry.","ecosystems, plantings, reforestation, nursery, forestry, efforts, stewardship, restoration","$20,000",20000,12/14/2010,1,/photos/projects/community-tree-nursery.jpg,,Community,Spring,project support,,c,Community_2010_Spring,Community_Spring_show,6640,,Year Feature
FALSE,show,/projects/g/#green-roofs-for-bus-shelters,2010,Green Roofs for Bus Shelters,Green Roofs for Bus Shelters,green-roofs-for-bus-shelters,"$20,000, 2010 Spring project support",SPRING-051,,"Green Roofs for Bus Shelters, a project of East Liberty Development, Inc., introduced biodiverse flora and fauna into an urban environment through the creation of a public transit bus shelter that incorporated a living green roof on Penn Ave in the East Liberty business district.",Introducing biodiverse flora and fauna into an urban environment through the creation of a public transit bus shelter that incorporates a living green roof.,"flora, roofs, bus, shelters, transit, ave, green","$20,000",20000,12/14/2010,1,,,Community,Spring,project support,,g,Community_2010_Spring,Community_Spring_show,6637,,Year Feature
TRUE,show,/projects/highlights/community/#growing-biodiversity-a-school-yard-transformation,2010,Growing Biodiversity: A school-yard transformation,Growing Biodiversity: A school-yard transformation,growing-biodiversity-a-school-yard-transformation,"$5,000, 2010 Spring project support",SPRING-024,,"Growing Biodiversity: A school-yard transformation, a project of Nine Mile Run Watershed Association, created a rain garden on the grounds of the Word of God School in Swissvale that used stormwater runoff to irrigate native plant communities established in the garden.",Creating a rain garden on the grounds of a school to use stormwater runoff to irrigate native plant communities.,"watersheds, runoff, gardens, stormwater, plants, rain, grounds, communities, mile","$5,000",5000,12/14/2010,1,/photos/projects/growing-biodiversity-a-school-yard-transformation.jpg,,Community,Spring,project support,,g,Community_2010_Spring,Community_Spring_show,6644,,
TRUE,show,/projects/highlights/community/#heritage-seed-bank-and-nursery,2010,Heritage Seed Bank and Nursery,Heritage Seed Bank and Nursery,heritage-seed-bank-and-nursery,"$20,000, 2010 Spring project support",SPRING-045,,"Heritage Seed Bank and Nursery, a project of Blackberry Meadows Farm, was an initiative to maintain a collection of seeds that are rare or ""endangered"", are native to the region, and have a role in the region’s history or culture. Participants at the nursery learned about seed saving and its role in communities throughout history, while also sustaining the region's native heritage and heirloom plants for future generations. Blackberry Meadows Farm also worked to stock public spaces and area gardens with these native plants to raise greater public awareness about the importance of protecting horticultural heritage.","Maintaining a collection of seeds native to the region that are rare or ""endangered"" and using them to participants about seed saving and its role in communities throughout history.","seed, plants, seeds, nursery, heritage, gardens, blackberry, farms, generations","$20,000",20000,12/14/2010,1,/photos/projects/heritage-seed-bank-and-nursery.jpg,,Community,Spring,project support,,h,Community_2010_Spring,Community_Spring_show,6635,,Year Feature
TRUE,show,/projects/highlights/community/#knotweed-knockout,2010,Knotweed Knockout,Knotweed Knockout,knotweed-knockout,"$5,000, 2010 Spring project support",SPRING-032,,"Knotweed Knockout, a project of Polish Hill Civic Association, remediated one-acre of knotweed-infested city-owned land in the Polish Hill neighborhood of Pittsburgh using non-toxic cinnamon oil to kill the exposed knotweed plants and hinder their recurrence.",Remediating one-acre of knotweed-infested city-owned land in the Polish Hill neighborhood of Pittsburgh.,"recurrence, cinnamon, hills, neighborhoods, oil, knockout, knotweed","$5,000",5000,12/14/2010,1,/photos/projects/knotweed-knockout.jpg,,Community,Spring,project support,,k,Community_2010_Spring,Community_Spring_show,6645,,
FALSE,show,/projects/m/#monessen-community-garden-project,2010,Monessen Community Garden Project,Monessen Community Garden Project,monessen-community-garden-project,"$5,000, 2010 Spring project support",SPRING-033,,"Monessen Community Garden Project, a project of Private Industry Council of Westmoreland County, conducted a weeklong biodiversity camp for youth to learn about biodiversity in agriculture, rainwater collection, composting, and gardening.",,"rainwater, gardening, agriculture, composting, gardens, industry, camps, youth","$5,000",5000,12/14/2010,1,,,Community,Spring,project support,,m,Community_2010_Spring,Community_Spring_show,6646,,
FALSE,show,/projects/m/#moraine-native-plant-restoration-area,2010,Moraine Native Plant Restoration Area,Moraine Native Plant Restoration Area,moraine-native-plant-restoration-area,"$5,000, 2010 Spring project support",SPRING-001,,"Moraine Native Plant Restoration Area, a project of 3MJC, established a plant restoration area on a 1¼ acre site in the south shore section of Moraine State Park to educate visitors about the relationship between native and invasive species and ecological health.",,"acre, plants, restoration, visitors, shore, health, section, relationships","$5,000",5000,12/14/2010,1,,,Community,Spring,project support,,m,Community_2010_Spring,Community_Spring_show,6647,,
FALSE,show,/projects/n/#native-appalachian-garden,2010,Native Appalachian Garden,Native Appalachian Garden,native-appalachian-garden,"$20,000, 2010 Spring project support",SPRING-061,,"Native Appalachian Garden, a project of Pittsburgh Botanic Garden, built a nursery that cultivated woodland species of the Appalachian Plateau and Coves. Volunteer master gardeners worked together with horticulture students from Bidwell Training Center to inventory a collection of sprouts and nurture new specimens from seedlings to maturity.",,"woodland, appalachian, gardens, gardeners, horticulture, specimens, sprouts, nursery, maturity","$20,000",20000,12/14/2010,1,,,Community,Spring,project support,,n,Community_2010_Spring,Community_Spring_show,6639,,
FALSE,show,/projects/p/#peebles-square-transitional-land-plan,2010,Peebles Square Transitional Land Plan,Peebles Square Transitional Land Plan,peebles-square-transitional-land-plan,"$5,000, 2010 Spring project support",SPRING-002,,"Peebles Square Transitional Land Plan, a project of ACTION-Housing, Inc., established a native wildflower garden on vacant land in Wilkinsburg to increase the biodiversity of local flora and fauna and establish protocol for responsible development and standards for the stewardship of vacant urban land.",Establishing a native wildflower garden in Wilkinsburg to increase the biodiversity of local flora and fauna and establish protocol for responsible stewardship of vacant urban land.,"biodiversity, fauna, gardens, wildflower, square, stewardship, standards, plans, protocol","$5,000",5000,12/14/2010,1,,,Community,Spring,project support,,p,Community_2010_Spring,Community_Spring_show,6648,,Year Feature
TRUE,show,/projects/highlights/community/#pollinator-restoration-and-education-program,2010,Pollinator Restoration and Education Program,Pollinator Restoration and Education Program,pollinator-restoration-and-education-program,"$5,000, 2010 Spring project support",SPRING-035,,"Pollinator Restoration and Education Program, a project of The Outdoor Classroom, created new native plant gardens and restored existing ones in Upper St. Clair Township that provide food for pollinators and increase plant, insect, and animal biodiversity.","Building and restoring native plant gardens that provide food for pollinators and increase plant, insect, and animal biodiversity.","pollinators, biodiversity, plants, gardens, restoration, animals, classrooms, foods","$5,000",5000,12/14/2010,1,/photos/projects/pollinator-restoration-and-education-program.jpg,,Community,Spring,project support,,p,Community_2010_Spring,Community_Spring_show,6649,,
FALSE,show,/projects/p/#promoting-biodiversity-in-the-peters-creek-watershed,2010,Promoting Biodiversity in the Peters Creek Watershed,Promoting Biodiversity in the Peters Creek Watershed,promoting-biodiversity-in-the-peters-creek-watershed,"$5,000, 2010 Spring project support",SPRING-027,,"Promoting Biodiversity in the Peters Creek Watershed, a project of Peters Creek Watershed Association, raised awareness and understanding of biodiversity in communities in southern Allegheny and northern Washington Counties through public festivals, geocaching hikes, and community volunteer project activities.",,"creeks, biodiversity, hikes, awareness, allegheny, volunteers, activities, understanding, communities","$5,000",5000,12/14/2010,1,,,Community,Spring,project support,,p,Community_2010_Spring,Community_Spring_show,6650,,
TRUE,show,/projects/highlights/community/#shaler-area-green-initiative,2010,Shaler Area Green Initiative,Shaler Area Green Initiative,shaler-area-green-initiative,"$5,000, 2010 Spring project support",SPRING-012,,"Shaler Area Green Initiative, a project of Shaler Area High School, constructed an educational garden using native plants and trees for use as a functional outdoor classroom. Using innovative sustainable growing methods like aquaponic fertilization, the garden and accompanying greenhouse cultivated native plants in a setting where students could learn about life and earth sciences, sustainability, and ecological stewardship.",Constructing an educational garden using native plants and trees for use as a functional outdoor classroom.,"sustainability, gardens, greenhouse, classrooms, fertilization, trees, stewardship, initiatives, methods","$5,000",5000,12/14/2010,1,/photos/projects/shaler-area-green-initiative.jpg,,Community,Spring,project support,,s,Community_2010_Spring,Community_Spring_show,6651,,
TRUE,show,/projects/highlights/community/#shelby-montgomery-community-garden,2010,Shelby Montgomery Community Garden,Shelby Montgomery Community Garden,shelby-montgomery-community-garden,"$5,000, 2010 Spring project support",SPRING-021,,"Shelby Montgomery Community Garden, a project of Manchester Beautification Committee, constructed a community garden in a vacant lot in the neighborhood of Manchester on Pittsburgh’s Northside. In addition to restoring a blighted area of the neighborhood, the garden was cultivated with native plants and other selected species and included training and educational programs for neighborhood youth.",Restoring a blighted area of a neighborhood by creating a garden with native plants and providing training for local youth.,"neighborhoods, plants, manchester, beautification, northside, youth, committees, lots","$5,000",5000,12/14/2010,1,/photos/projects/shelby-montgomery-community-garden.jpg,,Community,Spring,project support,,s,Community_2010_Spring,Community_Spring_show,6652,,
FALSE,show,/projects/s/#southmoreland-middle-school-wetlands-project,2010,Southmoreland Middle School Wetlands Project,Southmoreland Middle School Wetlands Project,southmoreland-middle-school-wetlands-project,"$5,000, 2010 Spring project support",SPRING-019,,"Southmoreland Middle School Wetlands Project, a project of Jacobs Creek Watershed Association, enhanced biodiversity in a wetland located in Scottdale Borough by increasing the number and variety of wetland flora to stabilize an area that received significant storm water runoff from multiple sources.",,"biodiversity, watersheds, flora, runoff, creeks, boroughs, storm","$5,000",5000,12/14/2010,1,,,Community,Spring,project support,,s,Community_2010_Spring,Community_Spring_show,6653,,
FALSE,show,/projects/t/#take-a-hike-backyard-biodiversity,2010,Take a Hike: Backyard Biodiversity,Take a Hike: Backyard Biodiversity,take-a-hike-backyard-biodiversity,"$20,000, 2010 Spring project support",SPRING-048,,"Take a Hike: Backyard Biodiversity, a project of Carnegie Science Center, developed a traveling assembly presentation to lead elementary school children on an exploration of Earth’s biomes. Students learned how to classify plants and animals, examine water quality, collect and organize data in field guides, and note change over time due to human impact.",,"explorations, hikes, guides, impacts, biomes, presentations, backyard, animals, plants","$20,000",20000,12/14/2010,1,,,Community,Spring,project support,,t,Community_2010_Spring,Community_Spring_show,6636,,
FALSE,show,/projects/t/#tanoma-amd-wetlands-environmental-education,2010,Tanoma AMD Wetlands Environmental Education,Tanoma AMD Wetlands Environmental Education,tanoma-amd-wetlands-environmental-education,"$5,000, 2010 Spring project support",SPRING-014,,"Tanoma AMD Wetlands Environmental Education, a project of Evergreen Conservancy, delivered educational programming at the Tanoma Abandoned Mine Drainage Wetlands site near Indiana, PA. The programming covered environmental remediation, alternative energy production, and local natural resource conservation efforts.",,"drainage, conservation, evergreen, remediation, resources, programming, amd, conservancy, alternatives","$5,000",5000,12/14/2010,1,,,Community,Spring,project support,,t,Community_2010_Spring,Community_Spring_show,6654,,
FALSE,show,/projects/i/#isabelles-playground,2010,Isabelle’s Playground,Isabelle’s Playground,isabelles-playground,"$50,000, 2010 Spark project support",SPARK-045,,"Isabelle’s Playground, a project of Children’s Hospital of Pittsburgh, was a unique inpatient playground that used a therapeutic sensory theater to stimulate visual, auditory, and tactile senses and provide gross-motor play opportunities for children during their hospital stay.",,"hospital, playgrounds, senses, opportunities, theater, stay, isabelle","$50,000",50000,3/4/2010,1,,,Learning,Spark,project support,4,i,Learning_2010_Spark,Learning_Spark_show,6665,,
TRUE,show,/projects/highlights/learning/#reefbot,2010,ReefBot,ReefBot,reefbot,"$50,000, 2010 Spark project support",SPARK-038,,"ReefBot, a project of Pittsburgh Zoo & PPG Aquarium, was a remote controlled submersible robot with on-board fish recognition technology that swam in the PPG Aquarium’s Ocean Tank. Interactive controls and multimedia display allowed children to navigate the robot, find, record, and identify marine life in a coral reef habitat.","Finding, recording, and identifying marine life in a coral reef habitat with a remote-controlled submersible robot with on-board fish recognition technology that swims in the PPG Aquarium’s Ocean Tank.","coral, habitats, ocean, marine, multimedia, fish, submersible, swam, robots","$50,000",50000,3/4/2010,1,/photos/projects/reefbot.jpg,,Learning,Spark,project support,4,r,Learning_2010_Spark,Learning_Spark_show,6664,,"Year Feature, Program Feature"
FALSE,show,/projects/c/#curious-creatures,2010,Curious Creatures,Curious Creatures,curious-creatures,"$9,500, 2010 Spark project support",SPARK-062,,"Curious Creatures, a project of Art Energy Design, was a collection of kinetic, wind, and solar powered objects that each demonstrated the fundamentals of mechanical motion and sustainable energy creation. Friendly characters, made from recycled materials, resembled familiar insects, reptiles, and mammals and were designed for hands-on discovery learning.",,"mammals, energy, insects, creatures, wind, discovery, materials, fundamentals, objects","$9,500",9500,4/2/2010,1,,,Learning,Spark,project support,5,c,Learning_2010_Spark,Learning_Spark_show,6666,,
FALSE,show,/projects/r/#robot-algebra-project,2010,Robot Algebra Project,Robot Algebra Project,robot-algebra-project,"$15,000, 2010 Spark project support",SPARK-064,,"Robot Algebra Project, a project of Girl Scouts of Southwestern PA, blended technology, dancing, music, and pre-algebra concepts through Lego Robot programming to engage girls’ interests and excitement in Science, Technology, Engineering, and Math (STEM) subject areas.",,"engineering, math, concepts, robots, algebra, sciences, lego, girls","$15,000",15000,4/2/2010,1,,,Learning,Spark,project support,5,r,Learning_2010_Spark,Learning_Spark_show,6667,,
FALSE,show,/projects/w/#walks-in-the-park-with-robotic-creatures,2010,Walks in the Park with Robotic Creatures,Walks in the Park with Robotic Creatures,walks-in-the-park-with-robotic-creatures,"$2,500, 2010 Spark project support",SPARK-066,,"Walks in the Park with Robotic Creatures, a project of Ian Ingram, led children on nature walks where they discovered small robots that mimic animal and plant behaviors.",,"behaviors, robots, animals, ian, plants, parks, nature, ingram","$2,500",2500,4/20/2010,1,,,Learning,Spark,project support,5,w,Learning_2010_Spark,Learning_Spark_show,6668,,
TRUE,show,/projects/highlights/learning/#character-therapy,2010,Character Therapy,Character Therapy,character-therapy,"$13,070, 2010 Spark project support",SPARK-076,,"Character Therapy, a project of Interbots, was a program at the Autism Center of Pittsburgh that used Popchilla robot devices to engage children living with Autism Spectrum Disorders in emotional and communication therapy.",Engaging children living with Autism Spectrum Disorders in emotional and communication therapy using Popchilla robot devices.,"autism, communications, devices, robots, living, autism spectrum disorders","$13,070",13070,7/30/2010,1,/photos/projects/character-therapy.jpg,,Learning,Spark,project support,6,c,Learning_2010_Spark,Learning_Spark_show,6670,,"Year Feature, Program Feature"
FALSE,show,/projects/p/#papermation,2010,Papermation,Papermation,papermation,"$7,500, 2010 Spark project support",SPARK-070,,"Papermation, a project of The Schmutz Company, hosted stop motion animation workshops for children ages 3-8 at community venues throughout Pittsburgh.",,"workshops, animations, ages, motion, stops","$7,500",7500,7/30/2010,1,,,Learning,Spark,project support,6,p,Learning_2010_Spark,Learning_Spark_show,6669,,
TRUE,show,/projects/highlights/learning/#white-light,2010,White Light,White Light,white-light,"$15,000, 2010 Spark project support",SPARK-084,,"White Light, a project of Amanda Long, was a touring video sculpture composed of red, green and blue animations. As children interacted with it, the projections formed optical patterns of additive color mixing and other properties of light.",Projecting optical patterns of additive color mixing and other properties of light as children interact with the touring video sculpture. ,"green, touring, animations, videos, projections, properties, patterns, sculptures, amanda","$15,000",15000,11/12/2010,1,/photos/projects/white-light.jpg,,Learning,Spark,project support,7,w,Learning_2010_Spark,Learning_Spark_show,6672,,Year Feature
FALSE,show,/projects/z/#zoobeats,2010,ZooBeats,ZooBeats,zoobeats,"$13,890, 2010 Spark project support",SPARK-083,,"ZooBeats, a project of WYEP 91.3FM, enabled children to record, play, and loop sounds to compose music. Using this simple, open-ended tool, WYEP partnered with music educators and childcare centers to introduce children to the basics of music.",,"basics, tools, childcare, centers, sounds, loop","$13,890",13890,11/12/2010,1,,,Learning,Spark,project support,7,z,Learning_2010_Spark,Learning_Spark_show,6671,,
FALSE,hide,,2010,Community Murals 2010-2011,Community Murals 2010-2011,community-murals-2010-2011,,!2010-09-01_multi(05)_community-murals-2010-2011,,,,,"$88,444",88444,9/1/2010,-1,,,Public Art,Community Murals,mural,,c,Public Art_2010_Community Murals,Public Art_Community Murals_hide,30166,,excludes double Holderman
TRUE,show,/projects/highlights/public-art/#10000-2010,2010,"""10,000"" (2010)","""10,000"" (2010)",10000-2010,"Jesse Best & Brian Holderman, 2010 Public Art mural",SPA-2010-1,Jesse Best & Brian Holderman,"The 2010 Sprout Public Art project in Wilkinsburg marked the first time that a community came back to Sprout and asked to expand upon a previously received mural project. After careful consideration, it was decided to contact Brian Holderman, the original artist, would reinvent his previous work in the community.

Because the wall stands adjacent to a parklet, and also because of the community’s interest in environmental issues, a design that complimented its pastoral surroundings seemed a logical choice. With this in mind, Holderman used his sophisticated sense of color to integrate the piece with its surroundings, rather than clash with the area around it.

His design depicts a forest scene in a classic, almost animated style, and his clever use foreground, middle-ground, and background draw the viewer into the scene itself.","Brian Holderman returns to 745 Penn Avenue, the site of his 2003 Wilkinsburg mural, with Jesse Best to reinterpret and expand the mural near a parklet into a much larger work and statement about environmental issues.","viewers, murals, surroundings, foreground, brian, itself, clash, minds, senses",see total,0,,1,/photos/public-art/murals/10000-2010.jpg,,Public Art,Community Murals,mural,,num,Public Art_2010_Community Murals,Public Art_Community Murals_show,,"Regent Square, Swissvale, Wilkinsburg",
TRUE,show,/projects/highlights/public-art/#americas-home-town-2010,2010,"""America's Home Town"" (2010)","""America's Home Town"" (2010)",americas-home-town-2010,"Diane Adams, 2010 Public Art mural",SPA-2010-2,Diane Adams,"Situated on the outskirts of the greater Pittsburgh area, Oakdale is a quaint, small, almost rural town where people know each other and share much common history. These traditions are celebrated in the Sprout 2010 mural designed by artist Diane Adams. Adams chose to focus on community celebrations and activities like parades and youth baseball, along with other historical elements from the area’s past. A fireman figure stands amongst the scene, paying tribute to the service of local heroes. Two oak trees, the iconic symbol of the community, frame the composition and tie of these elements together. The mural highlights the close-knit community and quiet beauty—complete with white picket fences—that make Oakdale residents think of their neighborhood as “America’s hometown.” ","Diane Adams pays tribute at 5023 Noblestown Road to the service of local heroes and the history of Oakdale, a close-knit community of quiet beauty.","oakdale, diane, oak, adams, parades, celebrations, hometown, outskirts, highlights",see total,0,,1,/photos/public-art/murals/americas-home-town-2010.jpg,,Public Art,Community Murals,mural,,a,Public Art_2010_Community Murals,Public Art_Community Murals_show,,,
TRUE,show,/projects/highlights/public-art/#open-heaven-open-sky-2010,2010,"""Open Heaven Open Sky"" (2010)","""Open Heaven Open Sky"" (2010)",open-heaven-open-sky-2010,"Gabe Felice, 2010 Public Art mural",SPA-2010-3,Gabe Felice,"Uptown is a neighborhood currently undergoing a positive transformation, and one of the forces behind this change is the neighborhood’s small but vibrant arts community. With a sophisticated taste in art, members of the Uptown community were open to the idea of abstract and non-literal representation. The personal work of artist Gabe Felice particularly resonated with the community. Gabe’s energetic use of color and unique layering process were ones that the people of Uptown admired and thought would be a lively work of public art for an audience heavily comprised of highway motorists quickly passing by. Since Gabe starting painting, a community garden has also sprung up in the immediate vicinity of the wall, adding to the overall impact of the project.","Gabe Felice echoes Uptown’s vibrant positive transformation through lively, abstract imagery at 2106 Forbes Avenue that appeals to nearby highway motorists and urban gardeners alike.","neighborhoods, art, paintings, gabe, motorists, layering, taste, arts, artists",see total,0,,1,/photos/public-art/murals/open-heaven-open-sky-2010.jpg,,Public Art,Community Murals,mural,,o,Public Art_2010_Community Murals,Public Art_Community Murals_show,,Hill District & Uptown,
TRUE,show,/projects/highlights/public-art/#strip-mural-2010,2010,"""The Strip Mural"" (2010)","""The Strip Mural"" (2010)",strip-mural-2010,"Carley Parrish & Shannon Pultz, 2010 Public Art mural",SPA-2010-4,Carley Parrish & Shannon Pultz,"Neighbors in the Strip, a community group that Sprout has often partnered with in the past, brought an enormous wall centrally located in the heart of the Strip’s business shopping district to the Public Art Program’s 2010 season. The design prepared by artists Carley Parrish and Shannon Pultz pays homage to artist Romare Bearden’s collage style, and captures the energy, history, and vitality of one of Pittsburgh’s oldest, most classic neighborhoods. The viewer can almost hear the sounds and smell the smells of the Strip on a Saturday morning when looking at this image. A number of the Strip District’s recognizable figures also appear in the mural, including Joe Hermanowski, owner of the wall and a popular retailer of Pittsburgh merchandise—including the iconic Terrible Towel—and Jules Troiani, a well-known Strip District entrepreneur. ","Carley Parrish and Shannon Pultz capture the energy, history, and vitality of one of Pittsburgh’s oldest, most classic neighborhoods at 1907 Penn Avenue in the Strip District.","murals, collages, walls, retailers, entrepreneurs, captures, viewers, jules",see total,0,,1,/photos/public-art/murals/strip-mural-2010.jpg,,Public Art,Community Murals,mural,,s,Public Art_2010_Community Murals,Public Art_Community Murals_show,,Strip District,Year AND Program Feature
TRUE,show,/projects/highlights/public-art/#windows-to-the-future-2010,2010,"""Windows to the Future…"" (2010)","""Windows to the Future…"" (2010)",windows-to-the-future-2010,"Berry Breene, 2010 Public Art mural",SPA-2010-6,Berry Breene,"As the only borough to be located in both Allegheny and Westmoreland counties, the Trafford community is unique and rich in history. Founded over a hundred years ago by the Westinghouse Corporation, it served as one of the nation’s oldest planned communities, where many Westinghouse employees resided. The design composed by artist Berry Breene reflects several key elements of Trafford’s past and present. While the train represents the many engineering developments of the Westinghouse Corporation, the rolling hills and brick buildings in the design evoke the natural beauty of the area and its classic small town business district. Additionally, the fisherman corresponds with the BY Park, a frequently used local asset that serves as the location for much of the community’s recreational activity.","Berry Breene represents Trafford, one of the nation’s oldest planned communities, where many Westinghouse Corporation employees resided, worked, and spent their free time with her mural at 425 Cavitt Avenue.","assets, boroughs, bricks, trafford, allegheny, fisherman, hills, employees, berry",see total,0,,1,/photos/public-art/murals/windows-to-the-future-2010.jpg,,Public Art,Community Murals,mural,,w,Public Art_2010_Community Murals,Public Art_Community Murals_show,,,Year Feature
TRUE,show,/projects/highlights/community/#love-poem-for-water,2011,Love Poem for Water,Love Poem for Water,love-poem-for-water,"$1,000, 2011 Grand Ideas project support",1267-SEED,,"Love Poem for Water, a project by Vanessa German, was an audience-interactive multimedia performance built around the spoken word opera. German, a multidisciplinary artist, wrote and performed the intense, soul-filled twelve-minute piece which made the audience part of the performance as ""water"" in the form of long, flowing, blue cloth cascaded off of the stage and into the hands of audience members, activating light, sound, and texture. Viewers were invited to consider the place and significance of water in their lives, bodies, and communities as they listened to German's monologues on her encounters with mankind's most essential liquid.","Inviting audience members to consider the significance of water in their lives, bodies, and communities as they listen to Vanessa German's monologues on her own encounters with the essential liquid.","monologues, viewers, vanessa, performances, texture, liquid, multimedia, encounters, mankind","$1,000",1000,2/17/2011,1,/photos/projects/love-poem-for-water.jpg,,Community,Grand Ideas,project support,87,l,Community_2011_Grand Ideas,Community_Grand Ideas_show,6417,,Year AND Program Feature
TRUE,show,/projects/highlights/community/#city-of-champions-million-steps-challenge,2011,City of Champions Million Steps Challenge,City of Champions Million Steps Challenge,city-of-champions-million-steps-challenge,"$1,000, 2011 Grand Ideas project support",1351-SEED,,"City of Champions Million Steps Challenge was a large-scale public fitness event that challenged participants to accelerate a healthier lifestyle by counting every step as they engaged in a variety of energetic and fun-filled activities. The goal was to collectively total one million steps at this event while motivating participants to continue to make healthier choices in their personal fitness goals. Participants engaged in a variety of fitness activities and tracked the number of steps they took during this event on September 10, 2011 at the YMCA Homewood.",Challenging participants to make healthier lifestyle choices by counting every step at this large-scale community fitness event. ,"participants, steps, activities, choices, lifestyles, ymca, counting, variety","$1,000",1000,8/29/2011,1,/photos/projects/city-of-champions-million-steps-challenge.jpg,,Community,Grand Ideas,project support,92,c,Community_2011_Grand Ideas,Community_Grand Ideas_show,6529,,
FALSE,show,/projects/b/#book-em-branch-out,2011,Book ’Em Branch Out,Book ’Em Branch Out,book-em-branch-out,"$1,000 » Thomas Merton Center, 2011 Grand Ideas project support",1368-SEED,Thomas Merton Center,"Book ’Em Branch Out, a project of Thomas Merton Center, was a collaborative art, fundraising, and public engagement initiative that created dialogue among local residents about how high levels of incarceration are affecting communities and contributed to building a sustained community driven response. The project increased the capacity and sustainability of the Book ‘Em Books-to-Prisoners project by finding allies and community members who were willing to invest in the project’s mission.",,"prisoners, engagement, fundraising, allies, initiatives, incarceration, findings","$1,000",1000,9/15/2011,1,,,Community,Grand Ideas,project support,92,b,Community_2011_Grand Ideas,Community_Grand Ideas_show,6530,,
FALSE,show,/projects/p/#pittsburgh-press,2011,Pittsburgh Press,Pittsburgh Press,pittsburgh-press,"$7,500, 2011 Seed Award project support",1262-SEED,,"The Pittsburgh Press was a journalistic project of hip-hop artist Jasiri X that highlighted issues related to the City of Pittsburgh. The Pittsburgh Press utilized the musical phenomenon of hip-hop to address issues of disparity, poverty, violence, and the social environment. A master at bringing important issues to light and sparking dialogue, Jasiri X delivered these issues to the community with videos and discussion forums including ""America's Most Livable City"", ""City of Steel"", ""Jordan Miles"", and ""Is Pittsburgh America's Most Livable City? (Parts 1-7)"".",,"hip-hop, forums, videos, poverty, discussions, violence, disparity, america, phenomenon","$7,500",7500,2/11/2011,1,,,Community,Seed Award,project support,86,p,Community_2011_Seed Award,Community_Seed Award_show,6415,,
